society,price,sector,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,property_type,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score
raisina residency,5.0,sector 59,1306.0,4,4,3+,13.0,Relatively New,flat,4254.0,1,1,1,1,0,2,174
imperia the esfera,0.09,sector 37c,545.0,3,5,3+,5.0,Relatively New,flat,1400.0,0,1,0,0,0,1,49
vatika the seven lamps,0.08,sector 82,602.0,2,2,2,12.0,Relatively New,flat,1294.0,1,0,0,0,0,2,135
shapoorji pallonji joyville gurugram,1.0,sector 102,1031.0,2,2,3,0.0,Relatively New,flat,1238.0,0,0,0,0,1,1,49
vatika gurgaon,1.0,sector 83,616.0,3,3,3+,5.0,Relatively New,flat,1600.0,0,0,0,0,0,2,96
la vida by tata housing,2.0,sector 113,1409.0,3,3,3+,8.0,New Property,flat,1980.0,0,1,0,0,0,1,79
bestech park view sanskruti,1.0,sector 92,781.0,3,3,3,3.0,Relatively New,flat,1738.0,0,0,0,0,1,1,49
ambience creacions,4.0,sector 22,1498.0,3,5,3+,5.0,New Property,flat,2796.0,0,1,0,0,1,1,120
piedmont taksila heights,0.09,sector 37c,586.0,3,3,3,9.0,Moderately Old,flat,1537.0,0,0,0,0,0,2,94
independent,0.95,sector 11,7308.0,5,3,0,1.0,Moderately Old,house,1300.0,0,0,0,0,0,1,0
ashiana anmol,0.09,sohna road,821.0,2,2,2,6.0,Under Construction,flat,1045.0,0,0,0,0,0,1,49
umang winter hills,0.08,sector 77,596.0,2,2,2,10.0,Relatively New,flat,1163.0,0,0,0,0,0,2,49
puri the aravallis,3.0,sector 61,1720.0,3,4,3+,21.0,Under Construction,flat,17442.0,0,1,0,0,0,1,58
shree vardhman victoria,1.0,sector 70,836.0,3,3,3,5.0,New Property,flat,1527.0,0,1,0,0,1,1,49
chd avenue,1.0,sector 71,660.0,3,4,2,14.0,Relatively New,flat,1577.0,1,1,0,1,1,0,128
aipl club residences,1.0,sector 70a,978.0,2,2,3+,24.0,Relatively New,flat,1449.0,0,0,0,0,1,2,113
emaar palm gardens,1.0,sector 83,921.0,3,3,3,6.0,Relatively New,flat,1600.0,0,1,0,0,0,2,150
m3m skycity,2.0,sector 65,1603.0,2,2,2,43.0,New Property,flat,1186.0,0,0,0,0,0,1,127
central park resorts,5.0,sector 48,2090.0,3,3,3+,8.0,Moderately Old,flat,2364.0,0,1,0,0,0,0,53
emaar mgf emerald floors premier,2.0,sector 65,1697.0,4,4,3,2.0,Relatively New,flat,1800.0,1,0,0,0,0,2,89
kashish manor one,1.0,sector 111,710.0,3,4,3+,14.0,Under Construction,flat,2104.0,0,1,0,0,1,1,8
tulip violet,1.0,sector 69,982.0,3,3,2,9.0,Relatively New,flat,1428.0,0,0,0,1,0,2,165
hcbs sports ville,0.02,sohna road,314.0,1,1,1,1.0,New Property,flat,778.0,0,0,0,0,0,1,86
indiabulls enigma,3.0,sector 110,956.0,4,4,3,11.0,Relatively New,flat,3077.0,0,1,0,0,1,1,125
signature global city,1.0,sector 37d,880.0,3,3,3,1.0,Under Construction,flat,1389.0,0,0,0,0,0,1,16
bestech park view spa next,2.0,sector 67,1199.0,3,4,3+,14.0,Moderately Old,flat,1764.0,0,1,0,0,0,2,59
eldeco accolade,0.08,sohna road,672.0,2,2,3,10.0,New Property,flat,978.0,0,0,0,0,0,1,72
tulip violet,1.0,sector 69,910.0,3,3,1,12.0,Relatively New,flat,1392.0,0,0,0,0,0,2,157
aipl club residences,0.08,sector 70a,914.0,2,2,2,5.0,Relatively New,flat,842.0,0,0,0,0,0,2,45
m3m skywalk,1.0,sector 74,951.0,2,2,2,26.0,Relatively New,flat,1508.0,0,0,0,0,0,2,158
sbtl caladium,1.0,sector 109,668.0,3,3,3+,9.0,Relatively New,flat,2303.0,0,1,0,0,0,1,159
m3m merlin,2.0,sector 67,1358.0,3,3,3+,4.0,Relatively New,flat,1852.0,0,0,0,1,0,2,157
independent,5.75,sector 43,23663.0,4,4,2,4.0,Under Construction,house,2430.0,0,1,1,0,0,0,153
puri the aravallis,3.0,sector 61,3321.0,3,4,3+,33.0,Under Construction,flat,9034.0,0,1,0,0,0,1,158
supertech hues,0.09,sector 68,763.0,2,2,2,1.0,New Property,flat,1311.0,0,0,0,0,0,1,44
emaar gurgaon greens,1.0,sector 102,818.0,3,3,3,9.0,Relatively New,flat,1315.0,0,1,0,0,0,1,100
afnhb jalvayu vihar,0.08,sector 30,1286.0,2,2,1,2.0,Old Property,flat,734.0,0,0,0,0,1,2,49
orchid island,1.0,sector 51,1065.0,3,4,3,2.0,Moderately Old,flat,1773.0,0,0,1,1,0,1,90
bestech park view residency,1.0,sector 2,828.0,3,4,3+,11.0,Moderately Old,flat,1738.0,0,1,0,0,0,1,100
ats triumph,1.0,sector 104,764.0,3,4,3+,11.0,Relatively New,flat,2072.0,0,1,0,0,0,1,110
whiteland  the aspen,3.0,sector 76,1192.0,3,4,3,8.0,Under Construction,flat,2937.0,0,0,0,0,0,1,0
experion the heartsong,3.0,sector 108,1839.0,4,5,3+,2.0,Relatively New,flat,2204.25,0,1,0,0,0,0,149
ireo victory valley,3.0,sector 67,1285.0,3,4,3+,15.0,Relatively New,flat,2219.0,0,1,0,1,0,2,149
breez global heights,0.04,sohna road,642.0,2,2,2,2.0,New Property,flat,564.0,0,0,0,0,0,1,73
ats kocoon,2.0,sector 109,1060.0,3,3,3,20.0,Relatively New,flat,1896.0,0,1,0,0,1,1,79
orris carnation residency,0.07,sector 85,488.0,3,3,2,9.0,Moderately Old,flat,1350.0,0,0,0,0,1,1,49
shree vardhman flora,0.09,sector 90,633.0,3,3,3,9.0,Relatively New,flat,1667.0,0,1,0,0,0,1,90
central park flower valley,1.15,sector 33,9350.0,2,2,3,2.0,Relatively New,house,1400.0,1,0,0,0,0,2,71
indiabulls centrum park,1.0,sector 103,754.0,3,3,3+,3.0,Relatively New,flat,1620.0,1,0,0,0,0,2,168
m3m skywalk,1.0,sector 74,1250.0,2,2,3+,12.0,Relatively New,flat,1582.0,0,0,0,0,0,1,63
unitech nirvana birch court,7.1,sector 50,31430.0,3,3,3,1.0,Moderately Old,house,2259.0,0,1,0,0,0,1,49
chintels paradiso,2.0,sector 109,760.0,4,4,2,11.0,Relatively New,flat,2380.0,0,1,0,1,0,1,64
baani city center,0.08,sector 63,1094.0,1,1,2,4.0,New Property,flat,804.0,0,0,0,0,0,1,0
independent,7.5,sector 82,23148.0,5,5,3+,2.0,Relatively New,house,3240.0,0,1,0,1,0,2,135
tulip ivory,2.0,sector 70,979.0,4,4,3+,8.0,Moderately Old,flat,2667.0,0,1,0,0,0,1,108
shri ram apartments,0.04,sector 4,511.0,2,2,1,1.0,Relatively New,flat,1000.0,0,0,0,0,0,2,69
ambience creacions,1.0,sector 22,1270.0,2,2,2,11.0,Under Construction,flat,1249.0,0,0,0,0,0,1,57
international city by sobha phase 2,9.5,sector 109,26389.0,5,5,3+,2.0,Relatively New,house,3600.0,1,1,1,1,0,1,133
dlf city plots phase 3,1.6,sector 24,3292.0,8,5,3+,4.0,Old Property,house,540.0,0,0,0,0,0,1,8
indiabulls centrum park,2.0,sector 103,765.0,4,6,3+,4.0,Relatively New,flat,2602.0,0,1,0,0,0,2,108
ambience creacions,1.0,sector 22,1196.0,2,2,2,9.0,Relatively New,flat,1200.0,0,0,0,1,1,0,133
maxworth city residences,0.09,sector 10a,708.0,2,2,3,9.0,New Property,flat,1086.0,0,0,0,0,1,1,52
bestech park view sanskruti,1.0,sector 92,817.0,4,4,3+,10.0,Relatively New,flat,1920.0,1,1,0,1,1,1,49
dlf express greens,1.0,manesar,636.0,4,5,3+,10.0,New Property,flat,2135.0,0,1,0,0,0,1,32
experion the heartsong,1.0,sector 108,839.0,3,3,3+,4.0,Relatively New,flat,1338.29,1,1,0,0,0,2,86
antriksh heights,0.09,sector 84,621.0,3,3,3+,12.0,Relatively New,flat,1525.0,0,0,0,0,0,1,166
independent,0.34,sector 110,6800.0,1,1,0,1.0,Moderately Old,house,500.0,0,0,0,0,0,1,0
emaar gurgaon greens,1.0,sector 102,903.0,3,3,3,10.0,Relatively New,flat,1315.0,0,0,0,0,0,2,159
ss aaron ville,6.75,sector 49,19737.0,5,4,2,2.0,Old Property,house,3420.0,1,1,1,0,0,1,78
independent,0.61,sector 4,11111.0,2,2,2,2.0,Moderately Old,house,61.0,0,0,0,0,1,1,14
adani m2k oyster grande,2.0,sector 102,782.0,4,5,3+,10.0,Relatively New,flat,2600.0,0,1,0,1,0,2,174
birla navya,3.0,sector 63a,1535.0,3,3,3,4.0,Under Construction,flat,19547.0,0,1,0,0,0,1,52
emaar gurgaon greens,1.0,sector 102,788.0,3,3,3,4.0,Relatively New,flat,1315.0,0,1,0,0,0,2,125
dlf new town heights,1.0,sector 90,572.0,4,4,3+,17.0,Relatively New,flat,2468.0,0,1,0,1,0,1,88
sector 14 rwa,6.5,sector 14,26000.0,5,5,0,4.0,Moderately Old,house,2500.0,0,0,0,0,0,1,0
independent,3.4,sector 14,15111.0,3,3,3,1.0,Old Property,house,2250.0,0,0,0,0,0,1,32
rof ananda,0.02,sector 95,6.0,1,1,1,13.0,Relatively New,flat,38223.0,0,0,0,0,0,1,68
shapoorji pallonji joyville gurugram,1.0,sector 102,1769.0,2,2,3,0.0,Relatively New,flat,1009.0,0,0,1,0,0,1,125
bestech altura,2.0,sector 79,953.0,4,5,2,4.0,New Property,flat,2675.0,0,1,0,0,0,1,44
green court,0.05,sector 90,833.0,2,2,1,8.0,New Property,flat,650.0,0,0,0,0,0,1,42
adani brahma samsara vilasa,4.0,sector 63,1425.0,4,4,3+,3.0,New Property,flat,28062.0,0,0,0,0,0,2,96
mapsko mount ville,1.0,sector 79,964.0,3,4,3,21.0,New Property,flat,1643.0,0,1,0,1,0,1,49
independent,0.8,sector 69,10485.0,1,1,0,1.0,New Property,house,763.0,0,0,0,0,0,1,0
tulip violet,1.0,sector 69,920.0,4,4,2,14.0,Relatively New,flat,1819.0,0,0,0,0,0,2,157
bptp terra,1.0,sector 37d,825.0,3,3,3,12.0,Relatively New,flat,1686.0,0,0,0,0,1,1,49
aipl zen residences,1.0,sector 70a,1100.0,3,3,3,12.0,Relatively New,flat,1600.0,0,0,0,0,0,1,108
independent,0.59,sector 8,10085.0,2,2,2,2.0,Moderately Old,house,585.0,0,0,0,0,1,1,7
bestech park view ananda,0.09,sector 81,699.0,2,2,2,14.0,Relatively New,flat,1260.0,0,0,0,0,0,2,165
emaar palm gardens,1.0,sector 83,926.0,3,3,3,6.0,Relatively New,flat,1500.0,0,1,0,0,0,2,165
tarc maceo,1.0,sector 91,776.0,3,3,3+,0.0,Relatively New,flat,2578.0,0,0,0,1,0,0,45
unitech sunbreeze,0.07,sector 69,550.0,3,3,1,10.0,Under Construction,flat,1210.0,0,1,0,0,0,1,60
vatika gurgaon,1.0,sector 83,622.0,3,3,2,11.0,Relatively New,flat,1570.0,0,0,0,0,1,1,19
sbtl caladium,1.0,sector 109,691.0,3,2,3,16.0,Moderately Old,flat,1701.0,0,0,0,0,0,1,134
signature global synera,0.04,sector 81,752.0,2,2,2,6.0,Relatively New,flat,664.0,0,0,1,0,0,2,39
gls arawali homes,0.02,sohna road,468.0,2,2,2,1.0,New Property,flat,640.0,0,0,0,0,0,1,35
dlf the arbour,8.0,sector 63,2152.0,4,4,0,27.0,New Property,flat,3950.0,0,0,0,0,0,1,61
ss the leaf,1.0,sector 85,761.0,3,4,3,9.0,Relatively New,flat,1925.0,0,0,0,0,0,1,49
madhur jeevan apartments,1.0,sector 56,859.0,4,3,3+,3.0,Old Property,flat,1900.0,0,0,0,0,1,2,33
shree balaji appartment,0.04,sector 33,500.0,2,2,2,1.0,Relatively New,flat,724.0,0,0,0,0,0,0,0
sare homes,0.06,sector 92,459.0,3,3,2,3.0,Relatively New,flat,1574.0,0,0,0,0,0,1,6
experion the heartsong,2.0,sector 108,720.0,4,4,3+,10.0,Relatively New,flat,2500.0,0,1,0,1,0,2,174
umang monsoon breeze,0.07,sector 78,572.0,2,2,2,5.0,Moderately Old,flat,1224.0,0,0,0,0,0,1,0
central park flower valley,3.0,sector 33,1375.0,3,3,3,2.0,Under Construction,flat,2667.0,1,1,1,1,0,1,61
krrish florence estate,1.0,sector 70,670.0,3,3,3,18.0,Under Construction,flat,1688.0,0,0,0,0,0,1,51
m3m woodshire,0.08,sector 107,600.0,2,2,3+,7.0,Relatively New,flat,1236.0,0,0,0,0,0,1,111
tata primanti,3.0,sector 72,1510.0,3,4,3+,15.0,New Property,flat,19865.0,0,1,0,0,0,0,174
dlf new town heights,1.0,sector 90,660.0,4,4,3+,23.0,Moderately Old,flat,2468.0,0,0,0,0,0,1,67
signature andour heights,0.03,sector 71,741.0,1,1,2,2.0,Relatively New,flat,425.0,0,0,0,0,0,2,37
experion the heartsong,1.0,sector 108,683.0,3,3,3+,10.0,Relatively New,flat,1275.53,1,0,0,0,0,1,93
ss the leaf,1.0,sector 85,652.0,2,2,3,21.0,Relatively New,flat,1484.0,0,0,0,1,0,1,67
vatika sovereign park,3.0,sector 99,967.0,4,4,3+,2.0,New Property,flat,3041.0,0,1,0,0,0,1,123
independent,0.55,sector 3,7333.0,1,1,0,1.0,Moderately Old,house,750.0,0,0,0,0,0,1,0
independent,2.25,sector 103,6367.0,3,5,3+,10.0,Relatively New,house,3534.0,0,0,0,0,0,1,0
shree vardhman victoria,1.0,sector 70,974.0,3,3,3,10.0,New Property,flat,1765.0,0,1,1,1,1,1,36
suncity essel towers,6.0,sector 28,22222.0,4,4,3+,3.0,Old Property,house,2700.0,1,0,0,0,0,2,89
puri diplomatic greens,2.0,sector 111,1359.0,3,4,2,7.0,Relatively New,flat,2086.0,0,1,0,0,0,2,159
bestech park view spa next,3.0,sector 67,1260.0,4,5,3+,12.0,Moderately Old,flat,2385.0,0,1,0,0,0,2,174
international city by sobha phase 2,11.25,sector 109,25000.0,7,5,3+,4.0,Relatively New,house,4500.0,1,1,0,1,0,1,42
pareena mi casa,1.0,sector 68,924.0,2,2,3,8.0,New Property,flat,1127.0,0,0,0,0,0,1,49
dlf regal gardens,1.0,sector 90,764.0,3,3,2,12.0,Relatively New,flat,1650.0,0,0,0,0,1,1,8
independent,1.6,sector 39,17937.0,1,1,2,2.0,Old Property,house,892.0,0,0,0,0,0,1,40
unitech espace,11.29,sector 50,34846.0,5,5,3+,2.0,Moderately Old,house,3240.0,1,0,0,1,0,1,21
international city by sobha phase 1,6.3,sector 109,9000.0,4,5,3+,2.0,Relatively New,house,7000.0,0,0,0,0,0,2,122
apna enclave,0.05,sector 3,769.0,2,2,1,1.0,Old Property,flat,722.0,0,0,0,0,0,2,37
godrej,1.0,sector 79,900.0,2,2,3,3.0,New Property,flat,1747.0,1,0,0,0,0,1,104
raheja sampada,0.06,sector 92,474.0,3,2,3,6.0,Relatively New,flat,1240.0,0,0,0,0,0,1,49
bestech park view city,1.0,sector 48,1025.0,3,4,3,3.0,Moderately Old,flat,1951.0,1,0,0,0,0,2,76
godrej oasis,1.0,sector 88a,986.0,2,2,1,12.0,New Property,flat,120.0,1,0,0,0,0,1,79
m3m woodshire,0.09,sector 107,587.0,2,2,3,8.0,Relatively New,flat,1281.0,1,0,0,0,0,2,74
vatika gurgaon,0.08,sector 83,699.0,2,2,2,3.0,Moderately Old,flat,1127.0,0,0,0,0,0,1,35
dlf the ultima,2.0,sector 81,1460.0,3,4,3+,27.0,Relatively New,flat,1825.0,0,1,0,0,0,2,119
independent,11.0,sector 41,33951.0,4,4,2,3.0,New Property,house,3240.0,1,1,0,1,0,2,35
sonata group housing gh 24,1.0,manesar,589.0,4,3,3,8.0,New Property,flat,3111.0,0,1,0,0,0,1,20
emaar imperial gardens,1.0,sector 102,913.0,3,3,3+,0.0,Relatively New,flat,2250.0,0,1,0,0,0,2,95
m3m golfestate,4.0,sector 65,1591.0,3,3,3,10.0,Relatively New,flat,2816.0,0,1,0,0,0,2,82
independent,13.5,sector 25,37313.0,5,6,3+,4.0,Old Property,house,3618.0,0,0,0,0,1,2,79
dlf the crest,1.0,sector 54,3522.0,4,6,3,7.0,Relatively New,flat,2826.0,0,1,0,0,0,0,125
tulip violet,2.0,sector 69,995.0,4,4,2,0.0,Relatively New,flat,1819.0,0,0,0,0,0,1,95
dlf new town heights,1.0,sector 86,673.0,3,3,3,12.0,Moderately Old,flat,1747.0,0,1,0,1,0,1,106
bptp astaire gardens,1.0,sector 70a,895.0,4,3,3,1.0,Relatively New,flat,2111.0,0,0,0,0,0,2,49
indiabulls centrum park,2.0,sector 103,744.0,4,6,3+,7.0,Relatively New,flat,2718.0,0,1,0,0,0,1,142
la vida by tata housing,3.0,sector 113,1675.0,3,4,3+,12.0,New Property,flat,2200.0,1,1,0,0,0,1,174
hcbs sports ville,0.02,sohna road,559.0,2,2,1,4.0,Relatively New,flat,577.0,0,0,0,0,0,1,44
chd avenue,1.0,sector 71,602.0,4,4,3,14.0,Moderately Old,flat,1985.0,0,1,0,0,0,1,65
satya the hermitage,0.09,sector 103,641.0,2,3,3,3.0,Relatively New,flat,1613.0,0,1,0,0,0,2,90
independent,1.5,sector 12,11111.0,5,5,2,3.0,Old Property,house,1350.0,0,0,0,0,0,1,16
raheja vedaanta,1.0,sector 108,526.0,3,4,0,12.0,Relatively New,flat,2850.0,0,0,0,0,0,1,0
experion windchants,7.99,sector 112,12520.0,4,6,3,2.0,New Property,house,6382.0,0,1,1,1,0,2,129
tulip violet,1.0,sector 69,897.0,3,3,1,12.0,Relatively New,flat,1709.0,0,0,0,0,0,1,174
ramprastha city,1.0,dwarka expressway,929.0,3,3,2,3.0,Under Construction,flat,1267.0,0,0,0,0,0,1,0
unitech vistas,9.0,sector 70,5751.0,3,3,0,7.0,Relatively New,flat,15650.0,0,0,0,0,0,1,0
supertech araville,1.0,sector 79,900.0,2,2,3,6.0,New Property,flat,1350.0,1,0,0,0,1,2,88
indiabulls centrum park,2.0,sector 103,918.0,4,6,3+,8.0,Relatively New,flat,2729.0,0,1,0,0,0,2,159
shree vardhman victoria,1.0,sector 70,846.0,2,2,2,0.0,New Property,flat,1026.0,1,0,0,0,0,1,49
alpha corp gurgaonone,2.0,sector 84,877.0,4,4,3+,8.0,Relatively New,flat,2998.0,0,1,0,0,0,1,61
independent,8.4,sector 48,25926.0,4,4,3,2.0,Old Property,house,3240.0,0,1,0,1,0,2,15
independent,4.45,sector 25,32963.0,4,3,3+,2.0,Moderately Old,house,1350.0,0,0,1,0,0,1,79
independent,6.5,sector 7,15046.0,3,2,3+,2.0,Old Property,house,4320.0,0,0,0,0,0,1,9
sobha city,4.0,sector 108,2340.0,4,5,3,25.0,New Property,flat,2343.0,1,1,0,0,0,0,97
tulip violet,1.0,sector 69,846.0,4,4,2,1.0,Relatively New,flat,1819.0,0,0,0,0,0,1,126
ramprastha the edge towers,0.07,sector 37d,532.0,2,2,3,19.0,Moderately Old,flat,1410.0,0,0,0,0,0,1,63
micasa sec 68,1.0,sohna road road,1224.0,2,2,3,11.0,New Property,flat,1361.0,0,0,0,0,0,1,44
ambience creacions,1.0,sector 22,1554.0,2,2,2,9.0,New Property,flat,1285.0,0,0,0,0,0,1,49
independent,2.8,sector 55,18667.0,4,4,0,2.0,Old Property,house,1500.0,0,0,0,0,0,1,0
bestech park view sanskruti,1.0,sector 92,969.0,3,3,3,17.0,Relatively New,flat,1792.0,0,1,0,0,0,2,60
independent,0.45,sector 13,4808.0,1,1,0,1.0,Old Property,house,936.0,0,0,0,0,0,1,0
sobha smriti apartments,0.05,sector 56,833.0,1,1,2,3.0,Old Property,flat,667.0,0,0,0,0,0,1,0
aipl club residences,0.09,sector 70a,1022.0,2,2,1,11.0,New Property,flat,930.0,0,0,0,0,0,2,103
sidhartha ncr one phase,0.05,sector 95,411.0,2,2,2,10.0,Relatively New,flat,1234.0,0,0,0,0,0,2,60
shree vardhman flora,1.0,sector 90,525.0,4,5,2,9.0,Relatively New,flat,2134.0,1,1,0,0,0,1,110
smart world orchard,2.0,sector 61,1350.0,3,3,2,3.0,Under Construction,flat,1811.0,0,0,0,0,0,1,16
emaar palm premier,2.0,sector 77,1050.0,3,4,3+,11.0,New Property,flat,1600.0,0,1,0,0,0,2,129
signature global park 4,0.07,sector 36,643.0,3,2,3,2.0,Under Construction,flat,1244.0,0,0,0,0,0,1,0
capital residences 360,1.0,sector 70a,784.0,3,3,3,8.0,Relatively New,flat,1600.0,1,1,0,1,1,1,42
pareena mi casa,1.0,sector 68,923.0,3,3,3+,1.0,Under Construction,flat,2288.0,0,1,0,0,0,1,49
ss hibiscus,12.5,sector 50,40850.0,4,4,3+,2.0,Relatively New,house,3060.0,1,1,0,0,0,0,160
signature global synera,0.05,sector 81,680.0,2,2,3,6.0,Relatively New,flat,700.0,0,0,0,0,0,1,117
emaar gurgaon greens,1.0,sector 102,848.0,3,3,3,4.0,Relatively New,flat,1493.0,0,1,0,0,0,2,83
m3m ikonic,1.0,sector 68,923.0,3,3,3+,18.0,Relatively New,flat,1845.0,0,0,0,0,0,2,126
experion the heartsong,0.09,sector 108,608.0,2,3,3,10.0,Relatively New,flat,1161.0,0,0,0,0,0,1,81
ashiana anmol,1.0,sector 33,863.0,2,2,2,4.0,Under Construction,flat,1275.0,0,0,0,0,0,1,0
umang winter hills,0.07,sector 77,559.0,2,2,2,7.0,Relatively New,flat,1180.0,0,0,0,0,0,2,174
supertech hilltown,0.08,sector 2,556.0,3,2,3,8.0,Moderately Old,flat,1440.0,0,0,0,0,0,1,0
signature global solera,0.02,sector 107,568.0,2,2,2,11.0,Relatively New,flat,543.0,0,0,0,0,0,1,29
rof ananda,0.02,sector 95,685.0,1,1,1,8.0,New Property,flat,422.0,0,0,0,0,0,1,49
emaar imperial gardens,1.0,sector 102,955.0,3,4,2,17.0,Relatively New,flat,1587.0,1,1,0,0,0,2,152
sobha city,10.5,sector 108,14323.0,5,4,3+,1.0,Relatively New,house,7331.0,0,0,0,0,0,1,59
signature global solera,0.03,sector 107,658.0,2,2,2,8.0,Relatively New,flat,608.0,0,0,0,0,0,1,45
vatika inxt floors,1.0,sector 82a,833.0,3,2,3,2.0,Relatively New,flat,1667.0,1,0,0,1,0,2,94
uphar lakshya homes,0.04,sector 105,420.0,3,2,1,1.0,Relatively New,flat,1111.0,0,0,0,0,0,1,7
dlf regency park,1.0,sector 28,1199.0,2,2,2,1.0,Moderately Old,flat,1109.0,0,0,0,0,0,1,0
signature global park,0.09,sohna road,804.0,3,2,0,2.0,Under Construction,flat,1120.0,0,0,0,0,0,1,58
experion windchants,4.0,sector 112,1129.0,3,5,2,15.0,Relatively New,flat,3000.0,0,1,0,1,0,1,72
pareena coban residences,1.0,sector 99a,715.0,4,5,3+,1.0,Relatively New,flat,2150.0,0,1,0,0,1,1,49
birla navya,3.0,sector 63a,2592.0,3,3,3,1.0,Under Construction,flat,11572.0,0,0,0,0,0,1,38
aipl zen residences,1.0,sector 70a,1026.0,3,4,3+,20.0,Relatively New,flat,1706.0,0,0,0,0,1,0,49
dlf new town heights,1.0,sector 86,611.0,3,3,3,5.0,Moderately Old,flat,1747.0,0,1,0,0,1,1,113
godrej,1.0,sector 79,851.0,3,4,3+,7.0,Relatively New,flat,2031.0,0,1,0,0,0,1,158
independent,0.9,sector 3,8929.0,3,1,0,1.0,Moderately Old,house,1008.0,0,0,0,0,0,1,0
sbr apartment,0.06,manesar,446.0,3,3,3,2.0,Moderately Old,flat,1526.0,0,0,0,0,0,1,0
experion windchants,7.46,sector 112,10260.0,4,4,3+,2.0,Relatively New,house,6350.0,0,1,0,1,0,2,62
pareena coban residences,1.0,sector 99a,661.0,3,5,3,11.0,New Property,flat,1737.0,0,1,0,0,0,1,88
independent,1.3,sector 105,11556.0,3,3,1,2.0,Moderately Old,house,1125.0,0,0,0,0,0,1,16
sector 15 part 2 rwa,10.0,sector 15,22222.0,5,5,2,2.0,Old Property,house,4518.0,0,0,0,0,0,1,49
signature global park,0.07,sohna road,694.0,3,2,3+,4.0,New Property,flat,1201.0,0,0,0,0,0,1,101
emaar palm gardens,1.0,sector 83,1232.0,3,3,3,7.0,Relatively New,flat,1387.0,0,1,0,0,0,1,24
eros rosewood villas,2.8,sector 49,15556.0,3,3,3,2.0,Moderately Old,house,1800.0,0,0,0,1,0,1,68
paras dews,1.0,sector 106,1066.0,3,4,3,14.0,Relatively New,flat,1305.0,1,1,0,0,0,1,167
godrej oasis,1.0,sector 88a,837.0,2,2,3+,9.0,Relatively New,flat,133.0,1,0,0,0,0,0,85
emaar mgf emerald floors,3.0,sector 65,1016.0,4,3,2,1.0,Relatively New,flat,3150.0,0,1,0,0,0,1,0
ats triumph,1.0,sector 104,786.0,3,4,3,14.0,New Property,flat,2544.0,0,0,0,0,0,1,60
independent,5.15,sector 39,14071.0,5,5,0,1.0,Relatively New,house,3660.0,0,0,0,0,0,1,0
suncity vatsal valley,1.0,gwal pahari,1014.0,3,3,3,4.0,Under Construction,flat,1430.0,0,0,0,0,0,1,49
corona optus,1.0,sector 37c,709.0,3,3,3,4.0,Relatively New,flat,1350.0,0,0,0,0,1,1,49
"new colony, gurgaon",0.08,sector 7,810.0,3,2,1,4.0,Relatively New,flat,1100.0,0,0,0,0,0,2,69
m3m woodshire,1.0,sector 107,589.0,3,4,3+,6.0,Relatively New,flat,2057.0,0,1,0,1,0,2,174
smart world orchard,2.0,sector 61,1472.0,3,3,2,2.0,New Property,flat,1475.0,0,0,0,0,0,1,47
m3m skycity,2.0,sector 65,1532.0,3,3,0,14.0,Relatively New,flat,1828.0,0,0,0,0,0,1,39
tulip orange,1.0,sector 70,1031.0,3,2,2,3.0,Moderately Old,flat,1078.0,0,0,0,0,0,1,58
ansals palam vihar,2.68,sector 2,17213.0,4,3,2,3.0,Moderately Old,house,1557.0,0,0,1,0,0,2,74
dlf city plots phase 2,7.5,sector 25,31686.0,9,9,3+,4.0,Relatively New,house,2300.5,1,1,0,1,0,2,160
tata primanti,5.0,sector 72,1136.0,4,4,3+,2.0,New Property,flat,4000.0,1,1,1,0,0,2,174
tulip violet,1.0,sector 69,1077.0,3,3,2,0.0,Relatively New,flat,1428.0,0,0,0,1,0,1,49
smart world gems,0.09,sector 89,816.0,2,2,2,2.0,New Property,flat,998.0,1,0,0,0,1,1,44
trisara our homes 3,0.03,sohna road,632.0,2,2,2,1.0,Relatively New,flat,602.0,0,0,0,0,0,1,0
puri emerald bay,1.0,sector 104,968.0,2,2,2,7.0,Under Construction,flat,1403.0,0,0,0,0,1,1,43
ashok vihar phase 3 gurgaon,0.95,sector 3 phase 3 extension,8879.0,4,3,2,1.0,Old Property,house,1070.0,0,0,0,0,0,1,8
ansal heights 86,0.07,sector 86,573.0,2,2,1,8.0,New Property,flat,1231.0,0,0,0,0,0,1,67
paras quartier,7.0,gwal pahari,1402.0,4,4,3+,20.0,New Property,flat,4842.0,0,1,0,1,1,2,49
puri diplomatic greens,3.0,sector 111,1169.0,4,5,3+,10.0,Relatively New,flat,2670.0,0,1,0,0,0,1,101
row house,0.43,sector 105,9130.0,3,3,3,2.0,Relatively New,house,1050.0,0,0,0,0,0,1,0
godrej,1.0,sector 79,850.0,3,3,3,7.0,Relatively New,flat,1362.0,0,0,0,0,0,1,158
pareena laxmi apartments,0.03,sector 99a,542.0,2,1,2,5.0,New Property,flat,511.0,0,0,0,0,0,1,66
mapsko royale ville,1.0,sector 82,626.0,3,3,2,12.0,Relatively New,flat,1588.0,0,0,0,1,0,2,49
international city by sobha phase 1,5.7,sector 109,10556.0,4,5,3+,3.0,Relatively New,house,5400.0,1,1,1,1,0,1,160
dlf the ultima,2.0,sector 81,1055.0,3,3,3+,15.0,Relatively New,flat,1929.0,0,1,0,0,0,0,165
